4.030542511594412680e+00,1.178608528309350520e-02,1.904630064811108775e-04,7.312923114651770319e-04,4.477585070199854682e-03,5.238565817698048093e-05,3.254497076310437276e+00,1.841794820439418601e+01,2.527090302215701271e-07,1.502819403312807974e-04,9.404124785626950464e-03,8.345625352936214547e-01,2.270780820366501205e-04,1.794184669222643524e+00,4.994305110141323545e-08,1.019748564763182843e-03,7.953971298486281483e-02,4.852183516927958593e-04,5.068204360699858135e+00,1.428203889538160083e-02,2.157038393117341801e+00,1.497832231928432623e-01,7.115629710712459928e+04,2.143404651643227576e-01,2.020974778943553443e-02,1.830748500889666647e-02,2.143768213555566626e-01,4.978205904447574864e-05,3.941904764255422519e-05,7.969515044299156914e-01,1.563651382133999057e+01,2.528557071184657501e-02,6.327823548620385989e-05,4.622534862076861373e-01,7.001898075215557196e-03,5.992481789823745004e-05,6.725818123578012120e+00,2.995763516623061729e-01,4.275531463150099298e-02,3.838645746393727436e-04,3.380287469606541841e-09,1.786088205243916989e-04,3.519002579625801985e+00,3.735124259370410016e+01,2.479656381176262867e-04,1.127888502837483958e-02,8.779739825413404239e-03,2.733704287821313600e-07,3.010062164265208404e-04,3.701705894947506792e-01
2.028321275584620409e+01,2.123277795180361238e+01,2.715800300168174886e+01,8.782893254170526243e-02,8.939851192416529102e+02,1.761884699002766341e+00,4.631234784192431064e+00,4.730486822609175590e+01,7.043680381404153756e-01,2.083735563383556141e-03,1.647765784230038832e+00,7.052512276586101470e-01,4.204530196358661875e+00,1.120481123226348785e+01,6.863034838721376602e-07,1.685389452506059482e-01,1.464019907023475855e-02,2.006671880426871835e-03,2.182804988368549459e+02,9.450380275755662751e+00,1.636426073509190005e+01,1.018100560278240607e+01,5.622861041670362465e+04,1.288678320396431687e+01,1.215611594849972943e-01,9.407438181557737922e-01,8.141221501169141561e+00,2.039088455417967238e-01,8.064514937996222765e-02,4.635882897080303167e+01,9.610930880520367481e+00,5.567388445372902339e+01,7.756618379013102650e-04,1.836981616592394317e+01,2.204883204724292334e+00,8.310154943524969244e-04,7.256931992580948076e+01,7.399073106736610006e-01,6.480289123568574006e+00,1.594297300303471047e+03,1.432318013857103267e+02,4.736949042851105629e-06,5.867250561300222378e-01,9.554508521583355840e-01,3.552079662985486801e-06,2.737994607609193221e-01,1.318748050043292430e-01,1.703665670591920644e+01,3.253733314951563760e-02,1.055443217213218432e+00
1.486138927758279715e+00,4.513544367504545574e-01,1.841965665345542680e-01,1.527026724054185358e+01,2.471341434840745478e+03,1.347245265781577689e-03,2.277782462150250153e-01,4.751849021331836553e+01,4.513830143596810274e+01,1.045063317028057715e-04,7.786823092754138580e-03,5.127963056072725595e-02,5.700383628782075274e-01,1.176642968132517009e+00,2.480473255093020768e+01,1.088826374848490159e-05,1.690043831230025334e-06,6.410224027194454697e-07,4.702440751139320696e+01,5.604823600375009596e-01,2.912009815704050197e+01,9.392240108754681743e-04,2.942605042694473013e+04,2.014393414602909615e+01,5.901786980512611219e-04,2.153017258094645087e-02,9.935759136984623088e-06,2.009351986754558746e-04,7.371945521182588163e-04,1.342143908521408167e-09,1.032726221734038718e+00,4.033750858490643167e-03,2.509902004053961464e-06,5.452669800162278851e-06,1.053245702266512917e-03,2.401040408116643355e-08,9.468516820116827049e+00,1.417847529433388263e-03,2.909804710311868714e+00,1.786380538448220977e+04,5.942735229978019333e+02,4.522280179830491043e-09,3.544478572831073586e-03,5.456110771131146749e-08,2.460315395702896125e-07,2.694771839951508229e-05,3.194782479337311565e-07,1.979384850681869423e+00,1.003480789472208201e+01,2.117029328362872041e-09
3.733698101250577722e-04,5.847020819714801587e-02,5.110068279166379845e-02,1.180459118821641507e-01,3.036014212381808102e+04,7.477973836974482372e-06,6.783520668335713831e-07,3.083322924222435901e+01,1.516382229469173948e-01,3.604526350424214903e-02,4.770208812613098946e-04,1.127512606524204664e+01,4.282461259994390979e+00,1.151651670848581333e+01,3.677639564903422473e-07,1.602403483147810137e-04,4.895161430806114529e-05,2.074251605183155198e-02,1.985967774858223567e-01,3.042136298906831016e+01,9.297724017918638140e+01,7.862638433065953080e-05,4.540955943252747602e+03,1.017843195563997583e+01,7.301702221808407120e-05,4.035297265939138795e-08,1.422030864463197908e+01,2.102752904991139779e-06,3.849499028721030465e-06,7.449022651326785168e-07,5.237168554445097435e+00,2.709013912979667599e-05,1.443903190551633028e-04,1.367443818535130164e-06,2.182590788286826225e-06,3.214668681309818302e-04,2.327163582095885808e-01,6.718826522784094379e+01,1.425020523897908321e-02,3.492180466066312511e+04,2.879568749452899738e+03,5.977513106379528504e-04,8.029727667962332824e-06,5.219378210681174241e-16,6.160798857366094452e-04,7.196213269632388380e-03,7.888908051608151811e-04,6.278456047546226770e+00,6.989508383237485328e-03,9.928930375864808457e-07
3.494595221567753537e-12,3.208831552243671895e-03,5.937061774609230236e-01,1.995563732472381037e-03,9.825306363894378592e+04,1.360410835982794886e-02,1.039667332714640481e-06,3.230569700395408745e+03,5.798070275214583548e-03,2.409232930127003583e-02,4.850938329997406089e-04,2.090072694614341850e-02,5.473367441532631800e-02,1.304637645768003075e-03,1.198788410638052255e+02,2.663626322543989899e-01,4.785396404974134182e-02,7.373133829554828289e-04,6.591075456905187897e-06,5.899842441755790562e-04,6.292398611355569074e+02,7.982733151281863615e-02,1.708244108545523204e+03,1.521894490918848142e+01,3.398021979148405460e-05,6.287564511166997229e-05,4.246577544985542829e+01,6.032338379643900454e-03,1.516736454108270817e-03,2.922240668423913834e-01,1.125075022309770523e-01,2.299801102520443763e+01,3.167526084302619074e-04,7.469643230317279657e-12,8.605812017546548426e-03,4.979939649602576008e-04,6.849325191949633407e+00,9.222315733274556065e-05,1.090591644548401696e-06,1.831566179024237863e+04,8.601017155041954538e+03,1.461994102658042620e-07,1.025842497978740475e+01,2.400211746877884935e-20,1.847006184264510329e-03,1.086932688906042088e+01,3.110196801261890798e+00,4.635732864349419557e+00,8.310739503297859301e+02,1.571067382088087074e-04
3.193041299275536368e-34,1.014008563865550963e-09,1.062684593918322378e+02,2.433890355794456615e-07,1.513025053192738269e+05,5.770590682422027662e-02,5.604149640877424332e+01,2.501797852583537860e+03,7.790677685636692162e-01,3.747966930768475774e-06,4.821904152168617230e+01,3.615318946627708585e-01,8.204447728445606103e+00,7.574590938552814193e-13,1.335060513277003565e+03,9.837332274147563872e-04,5.299479258319821784e-05,3.470242373375680403e-06,5.100889681006970022e+01,9.855206298375231563e-10,1.579140647200912554e+03,1.068468364067277215e-02,1.139089576008140284e+03,6.076611946336839765e+01,1.475571316033160644e-04,3.189522591114527586e+03,5.078742338812503032e-01,7.468369125071637882e+01,1.824058649922688602e+01,6.843161294124687662e-03,5.811329846167466186e-11,3.945768537227499110e+03,2.260031201238611786e-07,4.793322774099563397e-32,7.277912071028698404e-07,7.840721836313066094e-06,5.642487058993843341e-02,4.773213090744168616e-13,4.372515421931966500e-18,7.104670527533211498e+03,6.658647303508912955e+03,1.898389156756309329e-08,2.207425485648717781e-02,1.157425046588849321e-39,2.943665702009095873e-05,3.275597839406670791e-02,3.440393008760114779e-02,2.546451557372384045e+01,2.159492015585134595e+03,1.388372173605337614e-02
1.732416173185018972e-23,2.656786231560813998e-06,2.635670836141706985e+01,1.637725291525619742e+00,1.559485522430559795e+05,3.472341479695698952e-04,9.557312037543032091e+01,1.109430713241787032e+02,2.663154027017585577e+02,8.276687482365314812e-05,8.452946110160075932e+02,3.123707111432716488e+02,1.292100836814762133e+01,7.321679755387550332e-14,5.619476574314984374e-01,7.065906879136388361e-05,2.888658815721782402e-01,1.758107576817094934e-05,1.323438656598710622e+03,6.257487584008492063e-09,1.058365921430376829e+03,1.450289707856904954e-02,8.160812713260520468e+01,4.569459922644621201e+02,1.331560881136750751e+00,8.176518933465669761e+03,3.245771517075637576e+02,5.833553290167200203e+02,3.384839911857006314e+02,2.983303321101038203e-03,2.761224298101870127e-09,1.936766025290048901e+03,4.308872862042923449e-05,1.365963633204009315e-27,2.041297508511072303e-03,4.730943043758135610e-03,2.955027093031329741e+02,4.409125376386275740e-10,2.229619709421609415e-14,5.586134446543983358e+03,8.140648560775689475e+02,7.312692068521229900e-04,5.766279455572626087e-04,5.014175360444881760e-34,1.597638272362893056e-03,1.798762302717793560e+01,2.409217525838553212e-03,2.139507439436686127e+02,2.185208011858557256e+03,2.825713469036144482e-02
1.427857311009202249e-20,6.548935720355153605e-09,4.547043716082703746e-01,1.521448796199938447e-01,1.421598674822554458e+05,1.662943413618573132e-02,4.902256093776042434e+01,1.892993150232257227e-01,4.289848744081694463e+02,4.519773428103149651e-03,1.413622071024873028e+00,4.198942183478740731e+02,1.544877120927301384e+01,2.623495092888379274e-04,4.632934994004824176e-16,5.754643359118458970e-04,1.413139638990063673e+00,1.819748074576824914e-01,3.896535922301374910e+01,2.567929347299550085e-05,9.817800289711657058e+01,1.157722947947660607e-03,4.846690722740628843e+01,7.970082743829301535e+02,1.602311081298322559e+00,5.204470552570236578e+03,1.869880474421609279e+03,3.782139684797662085e+02,1.783547629397041756e-01,1.268278428250488332e+03,1.050154343427752018e-13,1.602106857709988617e+03,8.152410226591449288e-03,1.903020397718944573e-28,3.249730204341376805e+01,1.909197419258089612e+00,9.337812511520223779e+02,2.168918791030891692e-07,3.416924499397299441e-11,5.738302910133272235e+03,6.304900022688947558e+01,1.024689233147940968e+02,2.138238225472914838e-11,5.887446929902994272e-34,1.731379467725791654e+00,2.953834524087608614e-03,7.838880519099278809e-05,1.331218923258083805e+03,8.490686462248708455e-06,2.741089042324024376e+02
2.524177601107148731e-17,9.281864963698597918e-07,1.066479616482862447e+01,1.273125026576884958e-03,1.340327358795602631e+05,9.488608721911231947e-02,2.424966994008292617e-02,3.720781769062892153e+00,1.441776207457757835e+02,5.538250890814072624e-01,4.207525654789964764e-01,5.260579844414423860e+02,2.444644357692513204e+00,3.887891683459962611e+00,2.054333960460595522e-14,7.735205026095094173e-03,1.034520013656774928e+01,6.966551476582877989e+00,1.516689144252353039e+01,5.088936721627254113e-03,5.279161209159839245e+02,1.001324959964846641e-02,1.458827846963581010e+02,3.870940063165379197e+00,1.636824190984204463e+01,6.923530355050858676e-01,2.812236021646210702e+03,1.427138575386802302e+02,6.681861281855976387e-01,4.368403498439125542e+03,4.944918005702210606e-10,5.802649587198894551e+03,2.661433984507168837e-01,2.401978748676615252e-24,1.650366798774769279e+02,3.037307445448120369e+00,2.288758078628445219e+03,3.848073570206685394e-04,2.760448945472148769e-10,2.344525891128727835e+03,1.988137247771340071e+03,7.357512502089055828e-02,3.649439907954600282e-07,1.105130850357821102e-32,4.675454084227064766e-01,3.388038708247004239e-04,2.745353284190429899e-01,7.874485323396880858e+02,1.127841258302981460e-05,2.743686815749297807e+02
5.908680870273876978e-21,4.276253337557355370e-07,1.470887104502953434e+03,1.019281761733935310e-01,1.114548769364998880e+05,4.811395426484944693e+01,1.565771956040972173e-03,4.069652227485094613e+02,3.232020931700563438e+02,8.978969405547806981e-02,3.600175621441096041e+02,1.544090946886623442e+03,2.526199056107083152e+01,3.178615709720545440e-02,2.690200911413725970e-02,3.301027104711242721e+00,1.281108943300294900e+00,7.722076344581827456e-01,2.304183841658645804e+02,3.457336692587631866e-04,7.035506566870183178e+02,4.323483642961602982e+02,5.851007806714524406e+01,1.339323148472169045e+01,1.358738579352275266e+01,1.081519389195440134e-01,1.433908142662027558e+03,3.917402287097532820e+01,6.805563497551408644e-03,3.985889050139134270e+03,2.948279791290792803e-11,1.904310467514068023e+03,2.322526043407326102e-02,8.007633360188237976e-27,9.425337422584834712e+03,1.658301818178471720e-02,1.834066184896044206e+03,5.772721799491113557e-05,4.139124748961146123e-12,1.797595334139460647e+03,2.500940688882360519e+03,3.019352760559462518e-03,1.164225941979632847e-04,1.564402957570941808e-33,1.442681106638958426e-02,8.117051068680852799e-02,1.375079815705963215e-01,2.297825854888860704e+02,4.651792037476573114e+02,2.647535149681910838e+01
